time,CA1,CA2,CA3,CA4,CA5,ST1,ST2,ST3,ST4
0,179.51928571428567,336.3682857142857,222.9792857142857,83.66528571428569,144.53328571428568,-226.8857142857143,-109.3017142857143,115.58828571428569,-223.4457142857143
5,3280.1642857142856,2118.7542857142857,1698.5442857142857,715.5442857142857,497.32728571428567,-77.25271428571432,20.447285714285726,106.40128571428573,35.33928571428572
10,5460.944285714286,4023.6342857142854,3018.0642857142857,2037.7042857142856,1393.3642857142856,36.80728571428568,-108.00171428571429,121.1262857142857,-26.787714285714287
15,3821.1042857142857,2823.674285714286,2463.2842857142855,1658.0242857142857,1211.4342857142856,424.75528571428566,183.58828571428575,176.0372857142857,-187.9147142857143
20,1897.0542857142855,1147.0342857142857,1154.2542857142857,909.2742857142857,561.6362857142858,80.09928571428571,297.8582857142857,473.29028571428574,253.68528571428573
25,928.1942857142856,1117.6342857142856,806.7442857142858,710.5142857142857,792.8642857142856,341.44428571428574,583.9532857142858,366.02628571428573,47.504285714285686
30,1382.4142857142856,701.3742857142856,548.2962857142857,675.4042857142856,343.5412857142857,472.2002857142857,165.8022857142857,168.6962857142857,101.6192857142857
