ROI,distance
CA1,0.0
CA2,89.44271909999159
CA3,161.55374460927138
CA4,250.99646370926297
CA5,350.99646370926297
ST1,731.522415518072
ST2,921.2590751281747
ST3,1110.9957347382774
ST4,1769.7824984183017
