ROI,distance
CA1,0.0
CA2,72.11102550927978
CA3,156.9638392516655
CA4,241.8166529940512
CA5,326.6694667364369
ST1,687.7788684417926
ST2,911.3856661917716
ST3,1164.3678790052418
ST4,1874.0156789736486
