ROI,distance
CA1,0.0
CA2,84.8528137423857
CA3,169.7056274847714
CA4,254.55844122715712
CA5,326.6694667364369
ST1,653.4721595038008
ST2,887.5661577181933
ST3,1085.5560564504267
ST4,1771.9961485196472
