ROI,distance
CA1,0.0
CA2,72.11102550927978
CA3,144.22205101855957
CA4,229.07486476094527
CA5,303.90801249642413
ST1,639.1691047812283
ST2,874.1159072706429
ST3,1090.4489837984822
ST4,1784.7111821068734
