time,CA1,CA2,CA3,CA4,CA5,ST1,ST2,ST3,ST4
0,147.48235714285713,32.1613571428571,405.9803571428571,-67.17564285714289,-147.0951428571429,-27.618642857142902,-151.63164285714288,186.6153571428571,-329.06514285714286
5,3545.8573571428574,2437.6673571428573,1909.5273571428572,960.1973571428572,531.2223571428572,141.4623571428571,370.2393571428571,528.8903571428572,81.2573571428571
10,5376.537357142857,3864.0873571428574,3280.0173571428572,2227.287357142857,1669.217357142857,475.08835714285715,359.30035714285714,616.1023571428572,19.103357142857107
15,3571.4573571428573,2775.8773571428574,2706.7673571428572,1364.507357142857,1294.077357142857,564.8863571428572,807.107357142857,707.9773571428572,-337.3746428571429
20,2028.4073571428569,1358.867357142857,956.9373571428572,828.5173571428571,928.1873571428572,347.85335714285713,690.3403571428571,623.8613571428572,51.41035714285712
25,1324.817357142857,867.5173571428571,1215.267357142857,604.2313571428572,408.01535714285717,529.9083571428571,701.1513571428571,640.4803571428571,192.04235714285713
30,1220.777357142857,811.2173571428572,976.4373571428572,680.9283571428572,703.7803571428572,767.4573571428572,882.9073571428572,713.3193571428571,322.62635714285716
