time,CA1,CA2,CA3,CA4,CA5,ST1,ST2,ST3,ST4
0,-545.6477142857143,29.512285714285724,-223.45271428571428,-243.83971428571428,-462.44471428571427,-204.4257142857143,-304.74501428571426,-250.67771428571427,-221.20171428571427
5,2201.719285714286,1879.8192857142858,1789.5192857142856,1220.1392857142855,521.8932857142858,-199.7107142857143,-73.39871428571428,110.37928571428574,-165.73271428571428
10,5617.769285714286,4988.919285714286,3954.9292857142855,2402.6092857142858,2028.1292857142857,-62.227714285714285,-93.06271428571426,-289.24271428571427,-149.25371428571427
15,4050.369285714286,3420.4192857142857,2918.009285714286,2085.849285714286,1764.5892857142858,156.24928571428575,-21.794714285714292,230.87328571428577,56.05728571428574
20,1589.8992857142857,1459.5992857142855,957.0692857142857,778.1692857142858,469.90728571428576,418.94128571428575,159.85928571428576,296.4932857142858,156.9292857142857
25,838.6492857142856,701.5492857142857,717.1392857142856,307.5782857142857,492.1202857142857,275.68128571428576,179.4822857142857,131.91328571428573,319.47028571428575
30,544.5312857142857,596.5602857142857,434.74028571428573,226.20128571428575,393.83928571428567,45.48128571428572,260.6892857142857,269.1412857142857,3.7312857142857183
