time,CA1,CA2,CA3,CA4,CA5,ST1,ST2,ST3,ST4
0,-256.25442857142866,-45.35442857142863,254.04157142857133,48.65357142857141,722.9105714285713,-402.29802857142863,-257.29842857142864,-188.47442857142863,59.38657142857136
5,1991.2805714285714,1896.9805714285712,2100.6105714285713,1669.870571428571,878.3505714285714,-218.71042857142862,-83.65042857142862,-32.282428571428625,-325.5804285714286
10,3806.1505714285713,3051.750571428571,2658.060571428571,1512.5505714285714,1342.9105714285713,-252.41242857142862,-4.969428571428637,-153.68542857142864,-183.9634285714286
15,2604.1805714285715,2006.9405714285713,2036.2505714285712,1961.1705714285713,1480.0605714285714,108.54057142857135,177.11457142857142,132.26157142857136,150.09457142857133
20,1312.3905714285713,1580.4605714285713,1343.0005714285712,947.6305714285713,1014.2805714285714,-15.118428571428637,313.21857142857135,393.0685714285714,-12.821428571428612
25,890.9205714285713,878.6005714285714,1385.0105714285712,882.7705714285712,1231.8705714285713,162.87357142857132,189.7265714285714,150.13657142857136,243.93457142857136
30,724.0405714285714,651.2005714285713,1035.5405714285714,536.0605714285714,707.1605714285713,118.39657142857135,222.09257142857138,144.5815714285714,68.94957142857135
