ROI,distance
CA1,0.0
CA2,84.8528137423857
CA3,156.9638392516655
CA4,241.8166529940512
CA5,313.927678503331
ST1,651.5665388260136
ST2,822.4466137323642
ST3,1026.4073942760756
ST4,1744.7387941187944
