ROI,distance
CA1,0.0
CA2,87.17797887081348
CA3,187.1779788708135
CA4,272.0307926131992
CA5,344.141818122479
ST1,696.2781553556592
ST2,861.2023803803656
ST3,1070.0085105585767
ST4,1713.4368282443934
