ROI,distance
CA1,0.0
CA2,84.8528137423857
CA3,156.9638392516655
CA4,229.07486476094527
CA5,301.18589027022506
ST1,621.810281107853
ST2,811.5469407179557
ST3,1008.5240967538778
ST4,1717.6080128033113
