ROI,distance
CA1,0.0
CA2,72.11102550927978
CA3,156.9638392516655
CA4,256.9638392516655
CA5,356.9638392516655
ST1,770.7270565632095
ST2,986.1336488485897
ST3,1175.8703084586923
ST4,1855.2818185172137
