ROI,distance
CA1,0.0
CA2,72.11102550927978
CA3,144.22205101855957
CA4,216.33307652783932
CA5,288.44410203711914
ST1,743.6363691067609
ST2,952.4424992849719
ST3,1142.1791588950746
ST4,1969.7055935181625
