CA1,CA2,CA3,CA4,CA5,ST1,SV1,ST2,SV2,ST3,SV3,ST4,SV4,ST5,SV5,ST6,SV6,ST7,SV7,ST8,SV8,SM1,SM2,SM3,SM4,SM5,SM6,SM7,SM8,CN1,CN2,CM1,CM2,CA1 std,CA2 std,CA3 std,CA4 std,CA5 std,ST1 std,SV1 std,ST2 std,SV2 std,ST3 std,SV3 std,ST4 std,SV4 std,ST5 std,SV5 std,ST6 std,SV6 std,ST7 std,SV7 std,ST8 std,SV8 std,SM1 std,SM2 std,SM3 std,SM4 std,SM5 std,SM6 std,SM7 std,SM8 std,CN1 std,CN2 std,CM1 std,CM2 std,time
562.415,719.264,605.875,466.561,527.429,156.01,220.444,273.594,344.236,498.484,474.154,159.45,280.431,117.248,250.438,172.328,109.11,174.174,361.603,454.228,199.931,613.342,723.836,581.544,179.501,153.828,338.028,294.778,550.292,-10.781,390.842,104.328,-84.2343,190.287,533.523,612.584,336.468,301.313,244.275,324.534,255.854,229.634,243.583,302.71,280.655,344.965,243.677,315.441,251.734,235.165,266.307,207.762,300.885,299.748,352.864,295.1,403.34,337.094,281.056,218.347,316.871,288.544,231.961,203.836,388.864,169.67,0
3663.06,2501.65,2081.44,1098.44,880.223,305.643,343.775,403.343,544.754,489.297,243.222,418.235,144.851,363.911,74.2504,178.578,272.209,326.492,335.301,403.343,119.765,243.474,746.866,579.992,785.208,266.336,128.785,345.537,444.034,104.118,441.978,11134.0,10252.5,343.08,414.806,696.558,424.01,319.212,247.353,301.986,244.195,308.782,215.272,230.502,267.933,276.592,158.55,194.088,290.323,240.684,325.832,296.313,274.294,217.118,339.514,363.842,265.046,335.777,324.344,347.032,404.653,288.286,343.767,274.125,546.241,514.662,5
5843.84,4406.53,3400.96,2420.6,1776.26,419.703,395.037,274.894,301.784,504.022,511.698,356.108,426.835,100.93,-9.8581,-19.3806,505.406,466.141,336.182,246.704,28.5256,868.561,573.07,772.078,509.894,293.016,201.651,348.012,482.166,502.092,514.257,13799.2,13313.6,454.524,466.145,333.613,391.645,397.181,315.261,294.168,211.84,219.054,330.505,261.205,333.218,286.831,283.924,283.722,444.088,241.953,262.974,227.954,255.537,296.284,323.654,399.215,294.668,265.518,350.731,224.479,349.26,260.259,402.764,381.978,582.564,705.971,10
4204.0,3206.57,2846.18,2040.92,1594.33,807.651,126.477,566.484,340.88,558.933,338.028,194.981,138.81,31.3362,82.5983,22.1073,133.986,205.929,287.856,344.95,-113.179,1136.53,983.209,660.325,509.349,313.991,25.3374,318.438,237.937,493.157,469.875,4389.5,4305.05,274.41,350.362,536.555,423.386,285.341,425.508,300.456,352.384,246.64,274.491,244.514,300.003,417.833,303.544,529.782,357.122,238.149,296.232,258.128,257.027,269.543,398.961,262.004,361.936,466.926,291.416,264.375,259.469,294.92,312.302,238.805,308.59,378.047,15
2279.95,1529.93,1537.15,1292.17,944.532,462.995,471.93,680.754,568.078,856.186,582.131,636.581,274.097,363.198,208.656,437.783,106.887,590.731,394.618,427.506,216.165,1014.75,938.952,695.856,735.288,342.642,308.747,292.429,472.685,262.813,650.131,1948.04,1723.99,383.512,308.0,506.306,376.737,337.967,275.229,223.157,272.317,218.419,257.546,259.924,249.416,217.276,340.626,236.347,333.174,240.861,271.797,191.598,221.51,301.524,371.459,231.485,274.715,299.416,198.632,225.004,352.818,267.108,327.236,296.202,262.913,223.932,20
1311.09,1500.53,1189.64,1093.41,1175.76,724.34,247.124,966.849,497.855,748.922,368.315,430.4,212.767,479.523,478.978,334.001,234.329,549.243,354.766,136.461,41.1523,1008.88,811.888,756.682,490.22,711.671,378.299,160.414,502.805,431.323,575.461,1542.02,1512.74,232.79,731.839,532.766,357.888,237.009,470.656,268.494,195.73,283.714,307.343,422.037,193.712,161.538,276.721,282.472,247.46,208.27,158.089,339.199,171.595,179.705,192.36,374.875,235.323,306.714,224.967,299.31,285.698,212.99,180.575,341.181,198.425,271.54,25
1765.31,1084.27,931.192,1058.3,726.437,855.096,241.922,548.698,128.239,551.592,319.235,484.515,484.221,99.1683,247.291,279.257,177.236,571.602,166.581,514.383,212.515,684.991,825.186,895.703,316.55,417.396,328.757,157.646,396.338,175.055,530.911,917.432,1138.97,292.155,449.06,562.378,422.687,244.406,225.131,218.037,230.237,208.59,286.002,288.129,246.401,230.874,296.093,254.082,232.91,210.416,214.922,233.516,256.059,280.678,268.858,250.243,277.911,249.022,246.125,203.584,278.815,170.378,231.289,250.172,271.226,209.377,30
