CA1,CA2,CA3,CA4,CA5,ST1,SV1,ST2,SV2,ST3,SV3,ST4,SV4,ST5,SV5,ST6,SV6,ST7,SV7,ST8,SV8,SM1,SM2,SM3,SM4,SM5,SM6,SM7,SM8,CN1,CN2,CM1,CM2,CA1 std,CA2 std,CA3 std,CA4 std,CA5 std,ST1 std,SV1 std,ST2 std,SV2 std,ST3 std,SV3 std,ST4 std,SV4 std,ST5 std,SV5 std,ST6 std,SV6 std,ST7 std,SV7 std,ST8 std,SV8 std,SM1 std,SM2 std,SM3 std,SM4 std,SM5 std,SM6 std,SM7 std,SM8 std,CN1 std,CN2 std,CM1 std,CM2 std,time
383.485,268.164,641.983,168.827,88.9075,208.384,648.173,84.371,394.424,422.618,390.82,-93.0625,86.7029,-11.8713,97.9806,171.795,-7.37716,500.078,439.577,86.4485,280.671,365.0,925.368,365.17,621.335,376.871,-2.50145,327.181,460.14,29.0423,265.26,-221.612,1016.9,301.882,348.315,265.837,271.516,446.652,256.315,288.661,453.308,226.983,385.684,285.192,292.069,301.601,271.729,337.761,350.335,254.383,353.362,286.891,264.598,351.484,316.048,357.862,447.519,336.722,242.778,242.156,354.212,277.809,316.685,330.901,521.616,634.112,0
3781.86,2673.67,2145.53,1196.2,767.225,377.465,180.444,606.242,254.215,764.893,502.707,317.26,260.617,136.223,83.0567,127.786,57.1942,221.188,188.796,102.899,192.061,337.23,941.945,560.029,688.366,93.7409,164.46,319.72,523.948,267.74,456.398,-668.82,649.36,456.316,469.084,352.36,251.744,530.925,262.628,288.594,395.701,279.506,299.947,321.333,411.423,408.544,381.289,472.267,281.319,323.913,396.134,290.129,374.55,280.573,361.035,362.133,280.832,320.295,298.895,301.087,418.98,356.834,249.139,321.37,979.574,338.394,5
5612.54,4100.09,3516.02,2463.29,1905.22,711.091,305.262,595.303,387.767,852.105,325.231,255.106,-210.716,102.687,106.291,196.131,69.7015,187.482,528.824,403.412,-58.0846,518.606,683.914,696.167,550.913,500.46,107.986,469.255,340.325,157.931,527.467,35.4443,2323.34,339.078,501.912,394.402,328.418,424.692,350.627,346.484,399.379,278.321,358.216,343.407,318.413,441.586,279.175,396.478,217.296,278.776,340.409,366.391,465.431,295.868,316.195,295.185,314.779,343.804,378.528,312.38,318.663,431.425,330.058,341.023,735.782,437.481,10
3807.46,3011.88,2942.77,1600.51,1530.08,800.889,411.425,1043.11,391.922,943.98,413.715,-101.372,-223.308,-161.831,-86.2789,142.413,164.969,245.142,509.999,173.024,-0.296782,435.125,881.656,516.232,679.547,544.638,383.57,316.031,342.572,421.304,281.477,1167.54,1876.39,408.347,369.935,350.67,478.971,376.958,209.135,273.171,436.14,325.438,244.793,219.246,377.542,321.246,298.039,321.931,324.813,290.513,407.959,351.42,273.653,368.145,402.343,355.123,295.079,303.202,330.808,378.676,227.811,365.23,316.809,349.446,860.754,572.632,15
2264.41,1594.87,1192.94,1064.52,1164.19,583.856,440.256,926.343,278.382,859.864,244.422,287.413,193.333,633.376,559.308,103.407,47.782,317.769,566.431,283.046,296.57,710.752,938.553,526.619,764.088,348.974,322.603,114.176,194.053,372.462,590.682,1055.95,2247.66,377.137,375.846,305.963,328.883,379.376,418.969,351.625,262.545,361.287,439.651,252.356,365.452,325.708,259.064,257.885,264.535,337.709,323.165,273.862,319.703,248.067,335.109,377.601,361.05,391.51,357.729,327.581,400.136,345.723,302.898,312.846,770.531,485.202,20
1560.82,1103.52,1451.27,840.234,644.018,765.911,581.948,937.154,284.572,876.483,583.305,428.045,157.252,300.005,351.009,399.766,65.2921,306.915,398.282,95.14,237.638,661.613,890.814,695.912,591.911,510.466,114.685,448.311,616.036,431.649,482.028,962.169,1633.49,314.103,402.743,283.457,328.448,575.835,296.59,332.53,239.956,210.849,525.633,325.118,325.364,303.83,294.866,355.662,256.295,189.235,263.456,257.498,275.057,406.775,375.185,406.087,529.533,203.053,191.165,326.703,328.415,325.716,299.465,282.551,920.844,528.345,25
1456.78,1047.22,1212.44,916.931,939.783,1003.46,420.795,1118.91,313.233,949.322,163.994,558.629,51.9793,202.914,178.197,254.639,-99.2949,404.938,746.45,344.607,177.094,347.532,1083.81,735.978,599.119,232.677,336.933,245.948,288.515,146.187,477.989,682.049,1688.99,351.76,392.532,333.964,306.882,402.123,250.896,399.429,425.895,226.475,285.067,319.778,403.944,356.614,237.643,364.364,313.074,374.751,231.159,345.919,332.538,295.603,227.317,323.797,324.842,361.955,255.435,300.7,254.763,304.62,256.725,380.007,563.049,538.8,30
