,CA 1,CA 2,CA 3,CA 4,CA 5,CA 6,CA 7,CA 8,CA 9,CA 10,CA 11,CA 12,CA 13,CA 14,CA 15,CA 16,CA 17,CA 18,CA 19,CA 1 std,CA 2 std,CA 3 std,CA 4 std,CA 5 std,CA 6 std,CA 7 std,CA 8 std,CA 9 std,CA 10 std,CA 11 std,CA 12 std,CA 13 std,CA 14 std,CA 15 std,CA 16 std,CA 17 std,CA 18 std,CA 19 std,time
1,3442.21,3636.81,3240.74,3423.89,2493.23,2158.97,1870.49,1963.22,2247.11,1481.28,1074.9,1071.47,1181.36,1131.0,645.629,384.63,391.498,982.18,51.513,,,,,,,,,,,,,,,,,,,,1
2,5871.33,5873.62,5878.2,5131.84,3969.93,3832.56,4364.86,3320.87,2836.65,2619.15,2666.08,2117.75,2070.82,1402.3,2169.27,2220.78,2075.4,1585.45,969.588,,,,,,,,,,,,,,,,,,,,2
3,4054.64,3617.35,3488.0,3031.25,3056.44,2854.96,2952.26,3077.04,3064.45,2069.68,1664.44,1319.88,652.497,1318.73,1197.39,1261.5,1477.85,1644.98,1800.66,,,,,,,,,,,,,,,,,,,,3
4,2754.23,2296.33,1805.24,1334.76,1679.32,1285.53,1239.75,976.457,728.05,934.102,1419.47,930.667,611.287,505.972,1337.05,1176.78,871.141,675.392,655.932,,,,,,,,,,,,,,,,,,,,4
5,1588.89,1609.49,1868.2,1174.5,328.538,457.893,1232.88,1243.18,1435.49,1025.68,495.669,622.734,844.812,578.09,1016.52,318.236,168.276,530.011,581.524,,,,,,,,,,,,,,,,,,,,5
6,1188.23,1454.95,1477.85,1497.31,1329.03,994.772,1055.44,1412.6,1606.06,80.1313,219.789,1219.14,1243.18,635.326,477.353,800.168,334.262,539.169,1000.5,,,,,,,,,,,,,,,,,,,,6
