,CA 1,CA 2,CA 3,CA 4,CA 5,CA 6,CA 7,CA 8,CA 9,CA 10,CA 11,CA 12,CA 13,CA 14,CA 15,CA 16,CA 17,CA 18,CA 19,CA 1 std,CA 2 std,CA 3 std,CA 4 std,CA 5 std,CA 6 std,CA 7 std,CA 8 std,CA 9 std,CA 10 std,CA 11 std,CA 12 std,CA 13 std,CA 14 std,CA 15 std,CA 16 std,CA 17 std,CA 18 std,CA 19 std,time
1,1679.32,2019.31,1127.56,995.917,1722.82,1086.35,1497.31,1319.88,1406.88,2340.98,1569.43,1363.38,2291.75,1477.85,770.405,701.721,164.841,973.023,477.353,,,,,,,,,,,,,,,,,,,,1
2,3390.7,3761.59,3055.29,2998.05,2785.13,2695.84,3094.21,2465.75,2474.91,2179.57,2102.87,2058.23,1492.73,1334.76,1754.87,1959.78,1391.99,1822.41,1461.82,,,,,,,,,,,,,,,,,,,,2
3,2754.23,3587.59,2962.57,2737.06,2439.42,2487.5,2457.74,1445.8,1768.61,2487.5,2426.83,2065.1,1624.38,1551.11,1216.85,1712.52,2310.07,1383.98,412.104,,,,,,,,,,,,,,,,,,,,3
4,2282.6,1331.32,1219.14,873.431,738.352,1308.43,1166.48,1311.86,1177.93,1389.71,1422.9,1701.07,1652.99,1155.03,1080.63,321.67,859.694,1243.18,1246.61,,,,,,,,,,,,,,,,,,,,4
5,1422.9,1041.71,761.247,606.708,384.63,915.786,1190.52,936.391,1113.82,1045.14,1110.39,973.023,1279.81,295.341,180.868,878.01,950.128,1126.42,1852.18,,,,,,,,,,,,,,,,,,,,5
6,1652.99,1572.86,1065.75,1326.74,983.325,1277.52,1467.55,1140.15,843.668,1631.24,804.747,784.142,400.656,683.405,99.5917,584.958,878.01,1599.19,835.655,,,,,,,,,,,,,,,,,,,,6
