,CA 1,CA 2,CA 3,CA 4,CA 5,CA 6,CA 7,CA 8,CA 9,CA 10,CA 11,CA 12,CA 13,CA 14,CA 15,CA 16,CA 17,CA 18,CA 19,CA 1 std,CA 2 std,CA 3 std,CA 4 std,CA 5 std,CA 6 std,CA 7 std,CA 8 std,CA 9 std,CA 10 std,CA 11 std,CA 12 std,CA 13 std,CA 14 std,CA 15 std,CA 16 std,CA 17 std,CA 18 std,CA 19 std,time
1,2918.2,3572.2,2736.65,2645.32,2649.83,2441.23,2470.54,2208.94,1745.5,1895.47,1910.13,1062.19,1398.21,1587.64,1464.74,875.008,313.469,466.821,449.907,,,,,,,,,,,,,,,,,,,167.438,1
2,5412.42,5641.32,5307.55,4938.83,4096.52,3514.69,3488.75,3229.41,3020.81,1701.53,1384.68,1701.53,2329.6,1433.16,1056.55,1037.38,1508.71,1066.7,707.561,,,,,,,,,,,,,,,,,,,284.645,2
3,3100.86,3153.86,3303.83,2371.32,2376.95,2080.4,2661.11,2399.51,1763.55,2087.16,1921.41,2337.49,1942.83,1812.03,1666.57,1093.76,1601.17,2020.64,434.121,,,,,,,,,,,,,,,,,,,613.94,3
4,3164.01,2343.13,1765.8,1624.85,1519.99,2161.58,2319.45,1217.79,1510.97,1412.87,879.518,1311.38,983.256,1146.76,1243.73,1499.69,1241.47,1662.06,907.144,,,,,,,,,,,,,,,,,,,535.005,4
5,1178.33,1777.08,1489.54,1296.73,1204.26,1335.06,872.752,1355.36,1571.86,992.277,896.432,1165.93,1260.64,1278.68,1780.46,1746.63,1598.92,1605.68,1123.64,,,,,,,,,,,,,,,,,,,343.647,5
6,1445.57,1199.75,1438.8,769.014,679.935,1004.68,1115.18,939.28,852.456,456.673,378.869,259.345,967.47,567.176,920.111,950.556,1582.0,1145.63,820.32,,,,,,,,,,,,,,,,,,,496.733,6
