,CA 1,CA 2,CA 3,CA 4,CA 5,CA 6,CA 7,CA 8,CA 9,CA 10,CA 11,CA 12,CA 13,CA 14,CA 15,CA 16,CA 17,CA 18,CA 19,CA 1 std,CA 2 std,CA 3 std,CA 4 std,CA 5 std,CA 6 std,CA 7 std,CA 8 std,CA 9 std,CA 10 std,CA 11 std,CA 12 std,CA 13 std,CA 14 std,CA 15 std,CA 16 std,CA 17 std,CA 18 std,CA 19 std,time
1,2243.05,2497.63,2294.65,1668.53,1957.51,2310.71,2220.11,1240.79,1599.72,2220.11,1228.17,585.991,448.38,466.728,1083.68,1160.51,612.366,1129.55,524.066,,,,,,,,,,,,,,,,,,,,1
2,6677.54,5569.78,5379.42,5347.31,4908.1,4330.14,4054.92,3763.64,2736.15,2503.36,2223.55,2482.72,2551.52,2338.23,2041.22,1378.4,1366.93,845.157,76.8324,,,,,,,,,,,,,,,,,,,,2
3,5207.4,4549.17,4101.93,3856.53,3536.59,2920.78,2901.28,2827.89,2271.72,2272.86,2480.43,2329.05,2014.84,1997.64,1974.71,1152.49,1870.35,1938.01,1379.54,,,,,,,,,,,,,,,,,,,,3
4,1605.45,1683.43,2191.44,2006.82,1478.16,1049.28,1011.44,1518.3,955.245,1104.32,778.645,693.785,1105.47,1285.51,1059.6,547.001,884.146,1020.61,959.832,,,,,,,,,,,,,,,,,,,,4
5,1474.72,1024.05,944.924,1418.53,842.863,888.733,847.45,642.181,116.969,150.225,846.303,768.324,446.087,-52.7506,540.121,1279.78,1782.05,1848.57,1315.33,,,,,,,,,,,,,,,,,,,,5
6,792.406,1217.85,760.297,910.522,324.531,743.096,545.854,34.4026,635.301,923.136,766.031,964.419,655.943,800.433,1114.64,1307.3,1010.29,835.983,1305.0,,,,,,,,,,,,,,,,,,,,6
