,CA 1,CA 2,CA 3,CA 4,CA 5,CA 6,CA 7,CA 8,CA 9,CA 10,CA 11,CA 12,CA 13,CA 14,CA 15,CA 16,CA 17,CA 18,CA 19,CA 1 std,CA 2 std,CA 3 std,CA 4 std,CA 5 std,CA 6 std,CA 7 std,CA 8 std,CA 9 std,CA 10 std,CA 11 std,CA 12 std,CA 13 std,CA 14 std,CA 15 std,CA 16 std,CA 17 std,CA 18 std,CA 19 std,time
1,2581.05,2703.95,1940.58,1742.12,491.628,739.697,151.097,138.693,666.404,484.862,245.814,31.5724,175.904,869.37,743.08,-75.5483,83.4414,-321.362,224.39,,,,,,,,,,,,,,,,,,,,1
2,6418.23,6179.18,5784.52,4660.32,4607.32,5168.86,5061.74,4973.79,4623.11,3827.03,2799.8,3012.91,2434.46,2605.85,1716.19,1863.9,2143.54,1553.82,1271.92,,,,,,,,,,,,,,,,,,,,2
3,5501.5,5545.47,4404.36,4170.94,3343.3,3142.59,2657.72,3089.59,3645.49,2339.74,2339.74,2698.32,2666.74,2481.82,1727.46,1675.59,1587.64,1250.49,1211.03,,,,,,,,,,,,,,,,,,,,3
4,2927.22,2427.7,1974.41,1411.74,1445.57,1427.53,1594.41,1385.8,2560.75,1313.64,682.19,1470.37,1161.41,1195.24,1152.39,1665.45,1318.15,674.297,1243.73,,,,,,,,,,,,,,,,,,,,4
5,1972.15,1654.17,1889.84,2101.82,1085.87,934.77,837.797,1152.39,1385.8,1074.59,1222.3,1479.39,1255.0,1406.1,1574.11,1301.24,642.725,809.608,1491.8,,,,,,,,,,,,,,,,,,,,5
6,1339.57,1358.74,1327.17,1896.6,1136.61,1046.4,1330.55,1227.94,1222.3,967.47,622.428,500.649,1086.99,1269.66,1264.03,978.746,1871.79,1989.06,1410.61,,,,,,,,,,,,,,,,,,,,6
