time (min.),CM mean,Outside cochlear aqueduct mean,Cochlear aqueduct mean,Cochlea mean,CM stdev,Outside cochlear aqueduct stdev,Cochlear aqueduct stdev,Cochlea stdev
-2.0,0.271654,0.158397,0.0532086,0.205854,0.0477772,0.0566437,0.014963,0.0477194
-1.0,4.95132,5.96303,8.47167,5.35105,3.10187,2.50422,3.74373,2.91419
0.0,3.80265,5.34442,11.8757,5.42566,2.28209,3.59411,3.39604,2.83395
1.0,6.2189,5.79449,8.9442,4.61474,3.51563,2.21718,4.04623,2.88656
2.0,10.3483,7.81505,17.9544,7.87054,9.85014,3.72077,7.61203,4.90452
3.0,264.24,12.672,17.3142,8.68351,243.617,5.3867,4.89027,4.90832
4.0,363.678,200.005,88.0851,12.1192,237.608,62.8514,33.3494,10.0125
5.0,321.734,224.252,295.528,18.1884,217.961,93.5806,107.735,32.3155
6.0,315.108,162.674,226.139,28.6196,215.258,82.6413,93.2558,61.6618
7.0,316.26,139.261,198.178,39.6799,216.025,64.8255,84.551,86.9988
8.0,323.275,158.317,170.466,53.725,217.782,60.7788,77.9641,110.662
9.0,343.214,170.15,185.441,64.3275,226.428,56.4436,76.1115,129.624
10.0,354.411,154.585,181.732,78.3728,231.296,54.0328,78.5333,151.651
11.0,366.752,152.206,180.599,91.4035,237.123,50.875,80.114,167.176
12.0,372.836,143.95,163.424,106.609,242.365,55.9781,71.0047,177.495
13.0,382.394,133.584,174.344,115.821,249.232,60.0404,69.949,185.413
14.0,406.14,158.343,178.385,130.062,261.395,64.9594,70.7711,196.304
15.0,444.928,173.675,204.707,142.731,281.501,61.1469,81.6178,197.541
16.0,497.677,192.295,205.212,150.714,303.7,67.3458,75.1383,200.832
17.0,534.426,215.408,235.174,162.627,314.069,68.4876,72.2852,202.436
18.0,564.404,225.176,254.118,171.997,321.173,67.7095,71.9144,206.844
19.0,589.019,231.701,271.953,182.414,326.672,72.8275,74.7271,207.341
20.0,609.031,237.36,285.68,190.143,325.873,71.2871,73.69,205.024
21.0,631.313,246.514,284.273,199.304,331.559,67.6881,74.9358,206.438
22.0,646.539,251.02,312.564,205.847,330.562,66.6805,82.1327,204.96
23.0,653.334,258.426,307.785,213.613,322.618,67.8814,81.0678,204.883
24.0,661.679,265.436,312.229,218.422,314.263,69.1772,87.3602,199.376
25.0,661.569,270.146,323.659,226.121,300.943,70.4337,89.9073,199.868
26.0,669.164,283.185,320.196,228.791,292.555,72.371,91.6648,200.205
27.0,671.888,290.576,324.673,236.495,281.278,75.3609,94.6389,197.332
28.0,669.955,303.359,314.78,241.99,276.511,76.5421,89.8124,194.085
29.0,659.277,312.753,317.245,243.081,266.578,79.4167,93.6792,195.299
30.0,654.852,313.953,314.058,251.907,260.461,80.2463,90.1986,195.224
31.0,649.992,324.734,308.948,247.407,257.53,79.7464,90.7141,190.302
32.0,637.77,324.472,297.015,255.576,251.156,84.1077,88.8701,189.31
33.0,630.422,324.042,301.569,256.27,247.684,81.5346,88.9572,190.12
34.0,619.021,321.162,290.196,260.93,243.344,77.7099,82.1147,188.817
35.0,607.473,315.354,280.703,265.565,237.586,81.8275,82.8717,188.887
36.0,604.128,313.376,278.704,263.843,231.479,77.8779,83.4092,185.945
37.0,594.261,324.06,285.157,266.51,227.203,83.1209,83.3815,185.266
38.0,584.421,319.892,273.763,271.612,221.701,81.5595,83.6865,185.08
39.0,576.099,317.787,282.682,271.285,217.344,80.5314,82.6937,183.122
40.0,561.692,320.081,264.97,275.002,214.9,80.2246,76.6338,182.614
41.0,558.353,317.939,264.039,277.798,207.948,82.085,79.4689,183.006
42.0,545.217,319.255,271.652,278.544,203.67,82.4801,74.8654,183.667
43.0,539.262,320.158,259.323,277.022,200.366,80.2648,74.5519,181.408
44.0,526.539,322.72,258.854,281.714,198.208,82.8102,81.0909,181.456
45.0,526.802,324.004,255.878,279.864,196.414,81.6352,74.4622,178.337
46.0,505.477,317.577,255.532,282.589,189.62,82.3264,72.7967,180.257
47.0,499.141,320.503,253.537,283.625,185.941,79.2365,75.2002,177.584
48.0,490.793,314.217,247.137,282.05,183.577,79.6936,72.4734,177.294
49.0,479.507,319.969,237.399,283.641,180.921,80.5204,73.6855,174.586
50.0,468.15,315.819,248.797,286.539,176.213,79.6661,66.7306,177.705
51.0,463.482,309.189,249.828,286.195,173.362,79.0052,77.0777,174.062
52.0,451.231,310.629,237.831,283.891,170.302,82.1081,71.5562,170.163
53.0,439.809,305.777,235.636,285.352,164.17,78.368,65.0061,172.558
54.0,434.026,310.076,237.576,286.148,164.749,80.3278,68.7462,172.043
55.0,426.881,297.891,227.722,287.919,159.629,77.7636,62.6734,175.232
56.0,413.629,299.913,229.079,289.139,156.784,79.4904,64.2614,172.678
57.0,410.509,317.884,228.029,288.195,158.733,82.6429,67.9583,170.757
58.0,402.708,317.422,238.036,286.598,153.119,81.9703,67.2039,169.617
59.0,390.596,303.672,234.571,285.36,149.417,79.6577,70.9671,166.892
60.0,381.816,294.404,228.177,287.476,145.496,77.8334,61.3856,170.969
61.0,372.597,299.317,226.381,286.401,141.097,80.385,65.1879,166.826
62.0,371.956,296.933,219.9,285.561,142.622,77.307,64.3491,164.75
63.0,360.356,295.919,222.346,285.912,140.687,80.2407,64.0653,164.879
64.0,356.834,285.707,226.087,287.023,137.553,76.4641,64.4,167.55
65.0,350.309,287.797,217.041,287.365,135.395,78.4629,62.7231,165.722
66.0,345.855,279.537,217.674,284.042,136.835,76.4466,60.5018,163.257
67.0,331.446,281.315,206.179,283.951,130.067,77.2492,58.0972,161.835
68.0,330.554,278.276,220.326,281.325,127.812,76.2775,62.4013,161.583
69.0,326.349,279.112,206.109,283.354,127.826,77.6566,58.9249,162.061
70.0,320.935,277.946,209.012,280.658,126.192,77.9833,57.7889,159.237
71.0,314.675,269.987,203.204,279.653,121.499,74.2475,59.4618,158.834
72.0,314.007,271.638,207.031,280.491,123.262,73.9632,57.1308,162.139
73.0,307.411,270.338,197.912,280.696,119.192,74.4335,59.9398,159.518
74.0,308.124,275.797,203.183,279.321,122.228,75.6658,58.5112,156.537
75.0,302.635,267.759,202.234,279.747,119.508,74.111,61.5682,156.844
76.0,288.509,258.489,198.909,279.658,113.066,70.7743,56.9354,157.788
77.0,292.728,254.904,191.776,279.331,115.599,71.8518,57.824,156.1
78.0,289.267,253.001,194.29,277.883,113.177,73.2055,54.0335,156.473
79.0,293.04,258.372,202.106,278.153,117.253,71.326,59.5718,155.265
80.0,284.558,253.082,186.177,277.866,113.499,68.9211,54.5512,155.677
81.0,279.763,248.49,200.638,275.643,109.09,70.1981,57.2772,152.83
82.0,279.481,254.535,182.001,278.018,109.666,69.5974,56.3671,153.335
83.0,286.212,253.844,190.776,276.316,115.1,74.0041,55.8115,153.03
84.0,275.351,244.656,199.299,277.926,111.31,71.6336,53.5764,154.433
85.0,267.128,243.961,194.388,274.667,106.31,69.8274,53.1779,151.109
86.0,270.322,243.006,188.265,276.424,112.577,70.6358,55.9486,154.307
87.0,262.518,234.984,189.517,274.475,107.952,67.7841,54.4388,149.884
88.0,258.771,234.779,182.265,273.058,106.388,66.3589,50.1123,150.982
89.0,260.453,236.783,185.348,274.823,110.349,70.1458,53.1274,150.507
90.0,269.561,240.418,176.052,273.297,115.916,67.4881,48.7305,150.416
91.0,263.739,235.655,179.815,273.325,112.695,65.9873,51.9776,149.11
