time (min.),CM mean,Outside cochlear aqueduct mean,Cochlear aqueduct mean,Cochlea mean,CM stdev,Outside cochlear aqueduct stdev,Cochlear aqueduct stdev,Cochlea stdev
-2.0,0.271654,0.165173,0.0619642,0.225398,0.0477772,0.0779028,0.0220011,0.0506478
-1.0,4.95132,7.36696,10.1922,5.51297,3.10187,3.90275,5.23815,3.17747
0.0,3.80265,7.46022,10.3215,5.04736,2.28209,3.76792,2.78752,2.77797
1.0,6.2189,4.00021,13.7991,5.52875,3.51563,2.90336,5.01261,2.98862
2.0,10.3483,11.1686,24.6506,8.62714,9.85014,8.30099,11.9854,5.46932
3.0,264.24,13.3747,17.5998,7.91578,243.617,11.1406,10.5522,4.83595
4.0,363.678,112.51,59.858,8.90116,237.608,43.3395,27.2872,6.32471
5.0,321.734,415.923,181.254,10.3686,217.961,129.234,102.931,7.08616
6.0,315.108,340.25,244.882,16.9255,215.258,95.3486,90.698,24.574
7.0,316.26,315.088,255.648,24.4331,216.025,90.9356,90.0191,42.9196
8.0,323.275,313.327,265.259,33.9036,217.782,85.1059,82.3353,57.4866
9.0,343.214,320.247,269.036,42.0898,226.428,81.8886,83.1032,73.2147
10.0,354.411,322.052,278.078,51.6696,231.296,81.8331,83.4763,88.7715
11.0,366.752,307.106,283.947,58.7649,237.123,82.7461,96.968,97.8746
12.0,372.836,314.273,281.861,65.6167,242.365,82.2279,86.8614,102.572
13.0,382.394,301.373,277.822,72.1002,249.232,80.2696,95.9488,110.724
14.0,406.14,295.099,288.128,78.9606,261.395,84.5783,89.3037,117.185
15.0,444.928,295.567,271.844,85.5626,281.501,93.9078,95.2098,123.218
16.0,497.677,289.715,286.499,88.456,303.7,74.72,90.6181,125.988
17.0,534.426,315.735,312.644,96.3722,314.069,63.1217,78.2988,132.317
18.0,564.404,327.65,314.948,99.6164,321.173,69.9585,86.756,134.17
19.0,589.019,351.16,311.941,105.758,326.672,86.2641,91.8641,140.356
20.0,609.031,367.849,306.209,110.292,325.873,90.033,94.2615,138.532
21.0,631.313,374.46,302.718,113.202,331.559,99.7148,90.2592,141.17
22.0,646.539,371.017,284.563,119.446,330.562,106.798,89.7699,142.823
23.0,653.334,380.202,282.016,121.392,322.618,110.616,82.9603,145.452
