time (min.),CM mean,Outside cochlear aqueduct mean,Cochlear aqueduct mean,Cochlea mean,CM stdev,Outside cochlear aqueduct stdev,Cochlear aqueduct stdev,Cochlea stdev
-2.0,0.309828,0.144281,0.0646762,0.264342,0.0738971,0.079114,0.0152535,0.0884728
-1.0,2.73436,2.35944,2.62301,2.85565,2.94869,2.10475,3.08651,2.95754
0.0,2.01779,1.66094,3.34648,1.81427,2.27486,1.96014,4.48392,2.29777
1.0,1.79067,4.97837,3.53552,1.93464,2.21625,3.204,2.75604,2.33332
2.0,29.5318,1.42366,7.88177,3.48652,50.2005,2.28564,6.33068,3.84304
3.0,147.057,47.4225,13.2532,2.31544,117.902,33.2543,9.88257,3.2018
4.0,129.049,120.864,99.5673,3.92761,96.9806,57.6991,47.6793,4.84913
5.0,112.236,45.6923,72.7027,6.01751,101.747,41.0814,56.29,9.21312
6.0,99.4596,11.8079,12.3843,11.0741,80.2966,15.3326,10.7946,24.5226
7.0,89.1465,8.28781,9.90856,23.3494,73.5945,10.5334,10.8394,51.2968
8.0,96.631,8.62729,6.62388,35.2406,83.7236,12.7205,5.92638,77.7411
9.0,96.6705,4.11547,7.1274,46.0731,88.417,5.26393,10.5005,94.3084
10.0,102.144,2.25458,12.4643,56.149,91.1646,3.78797,17.4297,105.296
11.0,101.515,3.49695,15.8581,62.8133,90.2047,5.04218,18.565,114.782
12.0,106.553,0.670063,17.0487,71.524,98.6232,1.42405,20.9011,122.005
13.0,100.728,2.55051,14.2639,77.3173,95.6858,5.50956,18.9527,120.438
14.0,103.338,2.50874,14.3002,82.6086,91.7959,4.37972,19.406,122.575
15.0,161.118,3.15747,19.1464,90.316,123.636,4.67498,26.6731,123.523
16.0,210.674,11.2231,25.6012,97.7592,140.121,12.7288,32.5309,124.865
17.0,239.508,21.1292,36.6513,101.202,137.319,19.5176,39.8645,124.396
18.0,259.819,27.2726,45.1275,110.669,130.458,23.8068,38.6937,121.77
19.0,276.193,42.0496,49.4828,118.61,125.574,31.7716,42.5734,126.349
20.0,289.382,57.6157,60.0403,124.888,119.612,38.0923,47.3499,124.871
21.0,296.846,72.5943,64.0775,129.972,114.025,47.3301,48.1296,124.406
22.0,308.443,79.6798,77.2944,135.938,111.064,48.6152,44.3119,122.939
23.0,315.869,103.446,91.4819,138.564,105.464,53.1224,46.3623,121.174
24.0,323.963,136.603,116.93,143.947,100.49,63.8324,48.2653,120.422
25.0,333.608,152.584,138.874,149.813,99.7724,75.2598,60.6109,120.35
26.0,338.365,181.377,155.445,155.939,97.753,72.9259,65.0004,121.334
27.0,341.298,204.703,170.492,159.9,94.5933,73.9852,64.6988,121.62
28.0,347.774,221.658,163.403,163.826,94.7984,76.1752,63.1017,120.276
29.0,350.758,235.995,171.096,164.877,95.2031,71.9249,68.4102,118.592
30.0,355.261,253.841,176.714,168.866,94.4991,76.3589,63.6713,117.728
31.0,354.831,269.021,186.972,171.035,95.6509,71.6778,65.75,117.562
32.0,356.149,283.113,192.051,172.643,94.4791,77.5104,67.398,116.159
33.0,355.752,289.725,192.503,175.435,95.4658,78.8916,61.2954,115.413
34.0,354.292,291.725,197.344,177.05,94.0535,72.767,64.4759,114.488
35.0,354.898,288.109,195.326,176.453,92.5938,69.8129,62.9018,113.173
36.0,354.4,281.882,201.738,176.963,94.0713,67.1742,60.8307,110.899
37.0,351.864,282.57,195.11,180.116,93.991,64.0636,58.0592,111.198
38.0,351.207,276.64,202.828,180.414,94.8826,65.1297,61.7857,109.967
39.0,347.592,277.056,199.413,183.044,93.7938,62.2803,58.6931,109.572
40.0,348.649,268.618,200.116,179.636,92.9763,57.6379,62.944,106.657
41.0,342.867,268.07,204.646,182.269,93.7992,57.6434,60.2707,107.92
42.0,340.904,261.257,208.263,181.997,92.2147,56.3285,60.0711,107.347
43.0,338.64,265.368,200.491,184.91,91.4507,56.2977,57.7446,106.133
44.0,336.13,268.738,208.349,182.428,92.7792,57.6995,61.0148,105.441
45.0,333.141,249.162,191.796,183.781,91.5525,52.4566,53.579,104.759
46.0,325.534,257.113,215.254,187.37,89.1179,50.287,54.5114,104.793
47.0,326.959,256.201,200.2,188.564,88.9673,59.7001,52.5867,104.721
48.0,320.587,251.562,191.978,186.784,91.1373,56.0379,51.714,103.746
49.0,316.479,246.173,199.536,188.428,90.1152,52.9535,52.9923,102.364
50.0,314.194,252.717,204.86,190.216,88.4247,53.6056,51.9437,103.452
51.0,308.815,252.188,201.747,191.704,86.6247,53.238,53.6518,104.437
52.0,303.573,252.05,199.633,192.447,86.5301,53.6356,52.6398,105.061
53.0,302.014,245.207,195.403,190.738,83.8215,52.9697,51.5261,103.841
54.0,298.322,246.213,202.646,193.561,84.3097,53.6537,52.4861,103.282
55.0,293.14,246.501,187.919,193.726,82.7793,51.2237,52.03,103.565
56.0,287.915,241.897,196.193,194.43,84.4967,52.4658,54.3418,101.941
57.0,286.051,241.911,199.983,193.34,83.1865,49.2593,49.9371,102.35
58.0,283.273,240.634,192.127,193.67,81.6884,48.7372,46.2924,100.87
59.0,278.548,241.707,205.909,193.033,78.9108,48.1832,59.2199,101.654
60.0,273.475,237.504,199.182,194.589,76.9309,47.7071,49.5575,103.408
61.0,268.717,226.096,191.791,196.761,75.7599,49.8041,54.1492,101.329
62.0,263.062,231.286,198.317,197.478,76.6996,48.5325,47.2419,101.048
63.0,260.381,227.726,202.274,196.441,74.8633,47.6771,51.8092,100.15
64.0,256.511,225.642,181.039,197.69,73.549,49.1797,46.4326,100.437
65.0,253.966,224.76,184.055,193.963,72.3013,46.5075,46.579,99.9077
66.0,251.343,220.753,185.349,192.685,68.7469,44.51,53.2796,101.592
67.0,246.569,216.142,184.767,194.625,65.6674,41.4553,46.2761,100.151
68.0,243.211,217.148,190.006,195.16,66.4323,45.5022,45.912,100.584
69.0,237.841,208.089,175.931,193.977,64.6063,43.861,51.8273,100.069
70.0,233.857,209.54,177.151,196.664,62.1468,43.6467,47.8023,98.9308
71.0,229.992,201.554,172.559,192.684,62.3989,42.0984,45.9008,97.2561
72.0,227.45,204.405,172.026,194.546,59.6223,47.1214,47.1123,98.7536
73.0,222.373,205.684,172.704,195.349,59.6577,43.2802,46.2836,98.6673
74.0,220.932,197.775,169.772,192.447,56.6813,39.0141,41.9483,97.8435
75.0,215.551,197.522,168.251,192.661,54.2179,39.7782,47.7962,96.9141
76.0,212.0,203.553,164.39,195.731,54.3176,42.1954,46.2631,97.6005
77.0,209.395,191.356,162.011,192.804,53.2537,38.8244,45.5586,96.939
78.0,207.487,185.394,167.195,192.713,51.4376,38.9644,42.4765,97.2288
79.0,202.744,191.596,161.534,195.358,50.0473,36.7126,42.0042,97.1428
80.0,200.514,178.663,159.784,190.996,49.8714,35.7563,44.8981,95.2361
81.0,198.033,191.043,157.993,194.985,47.0599,39.8878,45.1589,98.8245
82.0,195.869,170.305,158.591,191.057,48.104,33.8726,39.1906,95.7685
83.0,193.166,179.948,157.317,191.923,46.8905,37.2979,41.8445,95.7331
84.0,192.076,175.482,157.833,190.319,46.1832,33.3416,42.5491,95.7011
85.0,190.974,175.445,152.546,191.557,46.5209,33.6509,41.5825,95.6187
86.0,188.159,175.152,160.004,191.55,45.2523,34.5599,40.5589,95.0529
87.0,186.757,170.548,150.871,189.128,44.8128,33.5707,41.8672,94.8228
88.0,185.178,167.79,147.867,191.549,43.764,34.4038,39.7052,94.27
89.0,184.091,170.15,154.92,192.702,43.7623,34.5773,44.8661,97.1441
90.0,183.859,170.043,147.719,191.583,43.6807,32.5951,39.6079,95.513
91.0,182.602,160.859,148.534,188.064,42.4885,32.6148,36.9709,93.9318
