time (min.),CM mean,Outside cochlear aqueduct mean,Cochlear aqueduct mean,Cochlea mean,CM stdev,Outside cochlear aqueduct stdev,Cochlear aqueduct stdev,Cochlea stdev
-2.0,0.380643,0.29103,0.121738,0.371961,0.138726,0.141666,0.0706419,0.158233
-1.0,2.03164,1.31858,3.34029,2.45221,2.66642,1.32807,2.96425,2.76333
0.0,2.55223,3.23693,2.23387,3.05667,3.03144,2.39833,2.29917,3.0692
1.0,3.32232,1.70888,2.93642,2.0758,3.92506,1.81682,2.05771,2.35156
2.0,4.43373,2.35461,3.80725,3.39122,5.6955,3.09285,3.68468,4.15524
3.0,6.55722,3.6619,6.30616,2.33763,9.6933,4.19612,3.38372,3.21565
4.0,121.336,154.728,40.5378,4.65408,104.156,59.7876,27.2586,5.73554
5.0,197.877,130.838,152.387,11.4728,148.117,70.2027,47.9052,30.5296
6.0,186.541,87.9812,87.7856,22.515,131.714,67.3686,40.5643,52.8904
7.0,182.635,73.8693,77.3609,34.9509,124.223,63.7256,38.2747,77.2305
8.0,178.935,66.859,63.293,46.1594,119.929,64.4307,37.0291,93.1504
9.0,180.604,64.698,56.5998,58.7909,114.889,67.5589,31.8142,106.784
10.0,179.475,63.4887,56.1328,67.2244,112.848,61.9801,33.5477,112.351
11.0,179.558,63.3026,54.408,75.4034,109.539,65.848,26.8365,118.599
12.0,181.43,57.1889,59.1407,81.522,112.686,61.4332,42.8652,122.331
13.0,179.365,58.1752,59.7844,88.5654,113.466,60.3948,38.454,124.945
14.0,189.533,57.6681,66.9404,96.8228,116.778,55.5127,38.3967,128.874
15.0,225.96,71.6857,72.2915,103.503,122.953,57.3565,43.9021,133.061
16.0,278.036,102.166,85.9261,114.712,146.165,63.5833,50.231,138.743
17.0,319.514,138.432,112.245,122.358,159.229,71.1822,39.5022,140.004
18.0,348.127,163.77,123.204,131.205,170.1,82.0697,37.9452,141.727
19.0,386.183,199.548,135.454,139.697,181.726,90.0644,26.1711,142.294
20.0,430.599,182.817,137.082,149.198,193.799,90.9616,34.1894,142.067
21.0,443.008,205.469,154.633,155.782,196.208,89.7363,31.7831,141.868
22.0,445.033,213.686,153.531,162.839,194.939,88.9795,36.8825,142.638
23.0,439.631,229.813,145.29,171.789,192.746,93.7818,33.8851,141.346
24.0,448.345,238.644,163.333,178.206,195.859,94.7382,35.8073,141.654
25.0,447.45,264.797,156.009,182.49,193.595,93.6524,39.3309,139.973
26.0,442.928,293.655,172.681,191.645,194.687,99.8843,43.6801,141.818
27.0,432.338,307.681,174.477,194.076,188.333,93.9867,43.8997,139.787
28.0,422.387,340.864,203.943,199.198,184.044,97.5909,53.3946,141.514
29.0,406.35,354.746,186.404,201.86,175.078,90.1335,53.5399,139.796
30.0,395.365,380.574,205.449,204.839,169.882,86.8302,54.4606,140.673
31.0,385.643,394.037,204.855,208.199,166.112,80.6006,64.8124,139.424
32.0,373.655,394.743,207.081,210.633,161.675,73.8762,70.5119,136.465
33.0,366.025,393.925,211.877,212.748,157.66,69.9023,62.9827,137.669
34.0,352.473,396.096,206.147,216.678,150.469,70.5517,75.3092,137.166
35.0,341.014,382.144,203.476,214.486,148.012,68.8182,67.6168,136.566
36.0,337.341,377.197,208.175,220.519,146.974,67.5787,61.7725,133.98
37.0,337.11,366.384,203.341,218.106,143.903,68.426,57.294,134.931
38.0,318.077,352.723,202.967,217.397,137.775,64.1614,57.8244,133.264
39.0,310.124,356.437,202.866,220.226,133.534,64.2169,58.7532,132.021
40.0,308.062,338.327,205.377,218.677,132.781,65.4661,53.2879,132.985
41.0,304.764,333.954,190.804,220.106,132.92,69.2639,55.9297,130.997
42.0,298.692,339.431,194.17,225.016,129.751,64.5863,62.6501,131.163
43.0,298.581,333.363,190.628,224.679,126.246,63.0629,58.5178,130.198
44.0,288.604,304.627,187.451,226.984,124.899,58.1477,53.6033,130.335
45.0,290.468,303.355,181.427,224.096,125.509,60.6001,58.4053,127.501
46.0,285.789,284.987,178.701,222.424,122.17,56.8461,48.5146,127.735
47.0,276.341,277.54,172.576,224.655,121.263,56.1245,51.4137,127.451
48.0,278.894,275.35,184.549,225.869,121.859,52.801,46.2579,126.404
49.0,279.756,294.092,185.605,227.184,123.05,61.4464,53.7068,126.885
50.0,273.553,283.998,188.937,225.918,121.208,60.6367,48.6854,123.987
51.0,275.561,289.214,187.805,231.262,120.534,61.671,52.0407,125.584
52.0,267.313,272.711,176.77,225.703,118.067,52.8415,42.5117,123.556
53.0,261.598,275.372,183.299,228.043,118.456,54.1725,47.4716,122.325
54.0,261.199,292.914,194.178,230.669,117.526,55.955,49.7151,125.138
55.0,256.787,286.808,195.213,229.108,114.983,58.0528,49.4298,124.492
56.0,253.798,282.496,196.795,226.51,115.192,55.1613,50.0957,122.365
57.0,248.286,275.499,173.48,225.888,111.877,58.9311,49.6067,120.562
58.0,247.615,287.702,198.734,228.925,112.346,55.3112,52.5469,120.724
59.0,245.824,292.952,188.44,228.021,109.619,59.2838,47.1417,121.993
60.0,238.456,305.966,196.74,229.548,104.601,60.6697,52.3307,122.549
