Label Id,Label Name,Number Of Voxels,Volume (mm^3),Image mean (CT_2021-01-20_13h36_F000_FA7Combined_crop_mc [0]),Image stdev (CT_2021-01-20_13h36_F000_FA7Combined_crop_mc [0]),Image mean (CT_2021-01-20_13h36_F000_FA7Combined_crop_mc [1]),Image stdev (CT_2021-01-20_13h36_F000_FA7Combined_crop_mc [1]),Image mean (CT_2021-01-20_13h36_F000_FA7Combined_crop_mc [2]),Image stdev (CT_2021-01-20_13h36_F000_FA7Combined_crop_mc [2]),Image mean (CT_2021-01-20_13h36_F000_FA7Combined_crop_mc [3]),Image stdev (CT_2021-01-20_13h36_F000_FA7Combined_crop_mc [3]),Image mean (CT_2021-01-20_13h36_F000_FA7Combined_crop_mc [4]),Image stdev (CT_2021-01-20_13h36_F000_FA7Combined_crop_mc [4]),Image mean (CT_2021-01-20_13h36_F000_FA7Combined_crop_mc [5]),Image stdev (CT_2021-01-20_13h36_F000_FA7Combined_crop_mc [5]),Image mean (CT_2021-01-20_13h36_F000_FA7Combined_crop_mc [6]),Image stdev (CT_2021-01-20_13h36_F000_FA7Combined_crop_mc [6])
0,Clear Label,48124100,384.993,448.812,1283.27,495.937,1335.14,619.166,1509.8,598.954,1399.79,548.065,1313.7,534.023,1295.72,521.53,1295.49
1,CA1,27,0.000216,383.485,301.882,3781.86,456.316,5612.54,339.078,3807.46,408.347,2264.41,377.137,1560.82,314.103,1456.78,351.76
2,CA2,27,0.000216,268.164,348.315,2673.67,469.084,4100.09,501.912,3011.88,369.935,1594.87,375.846,1103.52,402.743,1047.22,392.532
3,CA3,27,0.000216,641.983,265.837,2145.53,352.36,3516.02,394.402,2942.77,350.67,1192.94,305.963,1451.27,283.457,1212.44,333.964
4,CA4,27,0.000216,168.827,271.516,1196.2,251.744,2463.29,328.418,1600.51,478.971,1064.52,328.883,840.234,328.448,916.931,306.882
5,CA5,27,0.000216,88.9075,446.652,767.225,530.925,1905.22,424.692,1530.08,376.958,1164.19,379.376,644.018,575.835,939.783,402.123
6,ST1,27,0.000216,208.384,256.315,377.465,262.628,711.091,350.627,800.889,209.135,583.856,418.969,765.911,296.59,1003.46,250.896
7,SV1,27,0.000216,648.173,288.661,180.444,288.594,305.262,346.484,411.425,273.171,440.256,351.625,581.948,332.53,420.795,399.429
8,ST2,27,0.000216,84.371,453.308,606.242,395.701,595.303,399.379,1043.11,436.14,926.343,262.545,937.154,239.956,1118.91,425.895
9,SV2,27,0.000216,394.424,226.983,254.215,279.506,387.767,278.321,391.922,325.438,278.382,361.287,284.572,210.849,313.233,226.475
