Label Id,Label Name,Number Of Voxels,Volume (mm^3),Image mean (CT_2021-01-20_13h36_F000_FA7Combined_crop_mc [0]),Image stdev (CT_2021-01-20_13h36_F000_FA7Combined_crop_mc [0]),Image mean (CT_2021-01-20_13h36_F000_FA7Combined_crop_mc [1]),Image stdev (CT_2021-01-20_13h36_F000_FA7Combined_crop_mc [1]),Image mean (CT_2021-01-20_13h36_F000_FA7Combined_crop_mc [2]),Image stdev (CT_2021-01-20_13h36_F000_FA7Combined_crop_mc [2]),Image mean (CT_2021-01-20_13h36_F000_FA7Combined_crop_mc [3]),Image stdev (CT_2021-01-20_13h36_F000_FA7Combined_crop_mc [3]),Image mean (CT_2021-01-20_13h36_F000_FA7Combined_crop_mc [4]),Image stdev (CT_2021-01-20_13h36_F000_FA7Combined_crop_mc [4]),Image mean (CT_2021-01-20_13h36_F000_FA7Combined_crop_mc [5]),Image stdev (CT_2021-01-20_13h36_F000_FA7Combined_crop_mc [5]),Image mean (CT_2021-01-20_13h36_F000_FA7Combined_crop_mc [6]),Image stdev (CT_2021-01-20_13h36_F000_FA7Combined_crop_mc [6])
20,ST8,27,0.000216,600.221,254.334,48.6299,317.435,197.784,325.931,9.53944,287.815,273.803,322.091,149.112,439.842,333.117,326.575
21,SV8,27,0.000216,552.863,300.578,179.765,202.358,-175.78,247.21,354.613,359.746,279.781,152.018,450.219,234.254,352.535,365.314
22,SM1,27,0.000216,240.139,277.197,372.801,362.97,866.817,312.924,966.832,360.219,528.358,294.577,874.83,330.084,655.126,479.015
23,SM2,27,0.000216,1045.99,318.558,723.852,371.478,1012.96,413.236,913.751,421.472,859.312,391.865,887.083,346.544,852.147,395.265
24,SM3,27,0.000216,702.569,333.004,774.221,361.462,849.01,566.329,1101.02,487.839,1155.54,300.321,892.086,428.266,1051.25,528.34
25,SM4,27,0.000216,568.042,390.192,524.966,382.504,813.947,318.552,574.316,415.036,934.695,229.759,865.587,345.418,647.579,321.017
26,SM5,27,0.000216,217.838,213.559,453.399,302.824,448.142,353.29,255.699,318.854,299.962,380.369,622.819,282.489,612.941,276.91
27,SM6,27,0.000216,34.0452,343.392,400.911,543.802,177.137,346.494,344.946,317.561,439.662,400.551,298.563,302.47,128.592,274.258
28,SM7,27,0.000216,79.1137,291.449,325.782,326.931,227.123,279.472,349.44,291.405,444.199,327.017,249.085,230.528,355.63,252.131
29,SM8,27,0.000216,248.958,181.359,443.605,312.633,111.802,260.175,20.7324,319.365,283.046,401.456,106.63,206.757,194.605,370.294
30,CN1,27,0.000216,324.934,375.578,769.896,332.002,399.342,310.892,509.491,272.141,799.066,303.72,576.055,302.371,444.453,431.59
31,CN2,27,0.000216,365.678,188.06,669.796,252.232,850.875,431.775,637.701,416.313,586.061,364.43,549.641,386.251,648.554,374.789
32,CM1,27,0.000216,103.026,450.399,-792.621,728.897,258.116,392.563,1576.38,521.296,1559.08,396.149,1255.73,727.202,909.257,535.577
33,CM2,27,0.000216,1016.9,634.112,649.36,338.394,2323.34,437.481,1876.39,572.632,2247.66,485.202,1633.49,528.345,1688.99,538.8
