time (min.),CM mean,Outside cochlear aqueduct mean,Cochlear aqueduct mean,Cochlea mean,CM stdev,Outside cochlear aqueduct stdev,Cochlear aqueduct stdev,Cochlea stdev
-2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.0,0.000370935,-0.00158313,0.00399997,0.00171643,0.0140165,0.0106379,0.00693298,0.0117697
-1.5,-0.00839327,0.00216158,0.00122135,0.00226547,0.0139639,0.0121029,0.00742511,0.0114042
-1.0,-0.00457401,-0.000688283,0.00316349,0.000631655,0.0136923,0.0113977,0.00777301,0.0118317
-0.5,-0.00617453,-0.0019107,0.00906777,0.000403048,0.0124963,0.0113268,0.00986965,0.0116126
0.0,0.00899003,-0.000122164,0.00150833,0.00033997,0.0107687,0.0131027,0.00668776,0.0123853
0.5,0.314741,-0.000408499,0.00387093,0.0014662,0.122566,0.0112101,0.00666424,0.0116879
1.0,0.640124,-0.0040399,0.00475191,0.00101571,0.158665,0.013592,0.0100814,0.0122021
1.5,0.670516,-0.00172186,0.00669405,0.000605832,0.137463,0.0142233,0.00824696,0.0122742
2.0,0.757481,0.0240806,0.0092146,0.00120388,0.165119,0.0364693,0.00954158,0.0120535
2.5,0.827843,0.0624861,0.0186628,-6.08864e-05,0.186801,0.0593222,0.0132253,0.0122506
3.0,0.839504,0.0586227,0.0189431,0.000336354,0.194108,0.059327,0.0159858,0.0123576
3.5,0.826281,0.0504416,0.0209208,0.00165003,0.190381,0.0521003,0.0142405,0.0131525
4.0,0.818321,0.0604282,0.0269097,0.00100106,0.207029,0.0503073,0.0167183,0.0122614
4.5,0.812886,0.0778315,0.024556,0.00149268,0.203724,0.0647121,0.0154211,0.0133019
5.0,0.805017,0.141652,0.0333746,0.0019625,0.211633,0.108365,0.0161908,0.0141539
5.5,0.812253,0.229587,0.0479061,0.00215725,0.214222,0.165915,0.0246463,0.0149363
6.0,0.806879,0.33262,0.0730227,0.000664673,0.217673,0.218368,0.0421691,0.0165707
6.5,0.795102,0.381674,0.100555,0.00394293,0.222096,0.249469,0.0526212,0.0198224
7.0,0.782097,0.366563,0.110366,0.0066449,0.218974,0.239424,0.0550639,0.028326
7.5,0.76773,0.350415,0.119514,0.0116273,0.221645,0.237836,0.0581002,0.0369471
8.0,0.777913,0.334965,0.126833,0.0139464,0.230291,0.223131,0.0675749,0.0471654
8.5,0.765088,0.321047,0.127358,0.018709,0.227562,0.216304,0.0721853,0.0587111
9.0,0.766028,0.321313,0.116433,0.0218279,0.229687,0.21882,0.0616903,0.0697832
9.5,0.780861,0.311489,0.119988,0.0254589,0.235828,0.202981,0.0611147,0.074934
10.0,0.784925,0.323025,0.132179,0.0312633,0.231886,0.211356,0.0665663,0.0826299
10.5,0.781866,0.337923,0.135743,0.0331397,0.21899,0.212042,0.0604989,0.0871214
11.0,0.781688,0.347755,0.136635,0.0386123,0.204886,0.213469,0.0580273,0.0919708
11.5,0.778141,0.357574,0.137821,0.0411968,0.189858,0.207947,0.0629669,0.0937074
12.0,0.778048,0.360887,0.134039,0.0436865,0.187551,0.20674,0.0623325,0.0965945
12.5,0.775423,0.359682,0.135767,0.0455813,0.181304,0.201116,0.0582352,0.0973348
13.0,0.78667,0.366181,0.128141,0.0468342,0.178886,0.194912,0.0610864,0.0972503
13.5,0.78553,0.366847,0.128964,0.0482659,0.177646,0.18806,0.0608472,0.0963874
14.0,0.784423,0.362016,0.123285,0.0478861,0.176646,0.182526,0.0576741,0.0968219
14.5,0.786156,0.362695,0.116023,0.0501301,0.16161,0.178085,0.0609377,0.0962025
15.0,0.78163,0.359621,0.119087,0.0536132,0.154338,0.177915,0.0577074,0.0967143
15.5,0.786009,0.350833,0.115096,0.0541667,0.145853,0.166345,0.0625613,0.0955845
16.0,0.786139,0.349369,0.108322,0.0563629,0.142709,0.163509,0.0575,0.0932638
16.5,0.781028,0.342909,0.102922,0.0556833,0.134322,0.152964,0.0618793,0.0937115
17.0,0.779751,0.329877,0.104004,0.0557226,0.136767,0.14866,0.0536106,0.0923405
17.5,0.768902,0.324578,0.100622,0.0566899,0.132349,0.142628,0.0509254,0.0922922
18.0,0.770226,0.316604,0.101163,0.0586759,0.121827,0.138465,0.0559452,0.0911928
18.5,0.767687,0.311456,0.0952405,0.0596826,0.124742,0.133508,0.0546276,0.0891204
19.0,0.752455,0.299178,0.0888135,0.0582907,0.113839,0.127616,0.0481569,0.0893385
19.5,0.753515,0.293525,0.0878035,0.0584071,0.106082,0.122672,0.050161,0.0881632
20.0,0.743976,0.28534,0.0790649,0.0582724,0.106326,0.121424,0.0472215,0.0850459
20.5,0.747827,0.27012,0.0778414,0.0578032,0.108271,0.114358,0.0369602,0.085816
21.0,0.747117,0.262621,0.075699,0.0600144,0.101268,0.112511,0.0372988,0.0866868
21.5,0.72934,0.26094,0.0722196,0.0623966,0.0980605,0.10791,0.0435334,0.0861965
22.0,0.726393,0.247626,0.0745466,0.0609207,0.0993774,0.107218,0.0383464,0.0837214
22.5,0.71951,0.250538,0.0669271,0.0624435,0.0953478,0.105455,0.0365497,0.0835604
23.0,0.705897,0.241191,0.0622597,0.0615135,0.0975324,0.104278,0.0326032,0.0809868
23.5,0.693162,0.236537,0.0616391,0.0607137,0.0955321,0.105632,0.03626,0.0783962
24.0,0.68892,0.230961,0.0645578,0.0614581,0.0904004,0.103866,0.0338208,0.0797477
24.5,0.669445,0.225981,0.0557392,0.0615831,0.0909777,0.101764,0.028943,0.0789916
25.0,0.661415,0.217741,0.0615612,0.0613128,0.0901418,0.0993233,0.0318108,0.0774972
25.5,0.67184,0.217342,0.0590406,0.0624846,0.0863828,0.105435,0.0264723,0.0781186
26.0,0.641774,0.221572,0.0545624,0.0625026,0.0819546,0.10492,0.0302194,0.0742934
26.5,0.642368,0.216958,0.0599416,0.0641046,0.0876505,0.106772,0.0269115,0.0758219
27.0,0.624773,0.20853,0.059559,0.0611102,0.0829203,0.105353,0.028323,0.0730718
27.5,0.627841,0.184391,0.0536013,0.0632808,0.0792796,0.0903365,0.0263605,0.0745325
28.0,0.604161,0.184387,0.0562509,0.0643859,0.0773515,0.0909021,0.0265134,0.071475
28.5,0.589243,0.187561,0.051321,0.0640553,0.0710356,0.0934444,0.0247259,0.0708196
29.0,0.587031,0.190488,0.0526269,0.0621327,0.0731862,0.103365,0.0213409,0.0711631
29.5,0.567228,0.19354,0.0426047,0.0635964,0.0742779,0.0980679,0.0234383,0.0685448
30.0,0.596853,0.194157,0.0505958,0.064478,0.0707623,0.112046,0.0226165,0.0702402
30.5,0.569915,0.19406,0.0505735,0.0638494,0.0674561,0.105221,0.0232748,0.0689692
31.0,0.532166,0.180941,0.0486403,0.0623931,0.0686344,0.095634,0.0242776,0.0673887
31.5,0.519626,0.182943,0.0518104,0.0650127,0.0662244,0.0998275,0.0255482,0.0674615
32.0,0.510288,0.180989,0.0533588,0.0648992,0.0639127,0.0980064,0.0236474,0.0657245
32.5,0.528724,0.163482,0.0415792,0.0639039,0.0567611,0.0927039,0.0235317,0.066057
33.0,0.503616,0.172493,0.0432455,0.0643293,0.0651782,0.0963562,0.0214634,0.0633492
33.5,0.493042,0.159369,0.0461954,0.0633925,0.0601327,0.0876509,0.0199637,0.0643585
34.0,0.486187,0.160778,0.0414257,0.0654803,0.0580284,0.0854551,0.0209573,0.0638641
34.5,0.469002,0.154553,0.0465335,0.0634605,0.0571361,0.0841357,0.019839,0.0634703
35.0,0.459709,0.1423,0.0349674,0.0642273,0.0528816,0.0791554,0.015959,0.0620652
35.5,0.437242,0.143985,0.0391409,0.0626671,0.0531096,0.0800167,0.0187015,0.0589669
36.0,0.449761,0.151055,0.0465847,0.0632991,0.0622714,0.0909877,0.0199462,0.0614671
36.5,0.431398,0.155375,0.0429362,0.0650554,0.0491956,0.0835707,0.0268212,0.0595907
37.0,0.417632,0.144143,0.039904,0.06323,0.0514487,0.0816126,0.0191489,0.059945
37.5,0.414944,0.149142,0.0407516,0.0645674,0.0461153,0.0859966,0.0209729,0.0583673
38.0,0.410404,0.138185,0.0388206,0.0645064,0.0487204,0.0833764,0.0164926,0.0596729
38.5,0.400361,0.140376,0.0371076,0.0647825,0.0442293,0.0840281,0.0196997,0.057729
39.0,0.37128,0.138506,0.0377283,0.0631739,0.044681,0.0817663,0.0205299,0.0558305
39.5,0.363779,0.142703,0.0351921,0.0636947,0.0491308,0.0885959,0.015614,0.0574216
40.0,0.358821,0.135352,0.0335815,0.0632264,0.0403234,0.0802785,0.0171281,0.053583
40.5,0.372244,0.133487,0.0363,0.0645419,0.0441175,0.0851169,0.0150398,0.0562464
41.0,0.336517,0.131932,0.0386515,0.06244,0.0379615,0.0808202,0.0136061,0.0541078
41.5,0.345105,0.133421,0.0337928,0.0635367,0.0411731,0.0848553,0.0121429,0.054329
42.0,0.318781,0.135487,0.0357483,0.0620524,0.036874,0.0812239,0.0196533,0.0523003
42.5,0.320227,0.138034,0.0350542,0.0629804,0.0391867,0.0908495,0.0152693,0.0537268
43.0,0.324446,0.14022,0.0316705,0.0624575,0.0378299,0.0936391,0.0164173,0.0545753
43.5,0.317547,0.1548,0.0433367,0.0675571,0.0348456,0.0994804,0.02088,0.0560627
44.0,0.29073,0.148751,0.0325959,0.0642696,0.0334925,0.091713,0.0173009,0.0521298
44.5,0.274809,0.142688,0.0361866,0.0627395,0.0318169,0.0879463,0.0158392,0.0509879
45.0,0.281439,0.137859,0.0399374,0.0624542,0.0292879,0.087693,0.0170353,0.0520901
