time (min.),CM mean,Outside cochlear aqueduct mean,Cochlear aqueduct mean,Cochlea mean,CM stdev,Outside cochlear aqueduct stdev,Cochlear aqueduct stdev,Cochlea stdev
-2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.0,-63.933,24.3944,59.9588,-12.9184,157.475,188.676,132.256,164.382
-1.5,-76.6312,-0.934874,22.71,47.4551,145.164,165.235,146.153,174.156
-1.0,-84.2937,75.8417,25.6543,-15.2024,163.028,190.68,135.16,174.502
-0.5,-113.995,-56.7717,28.1193,14.7397,130.874,171.77,183.345,170.481
0.0,-117.545,69.8453,-0.479306,36.1936,184.887,166.483,170.327,174.199
0.5,-53.8744,-20.37,7.18958,-1.42206,182.12,182.384,143.011,160.735
1.0,-68.4946,-24.8326,-31.3375,21.8717,149.517,157.358,100.273,177.786
1.5,181.952,-34.3858,-2.60194,15.5436,166.346,186.778,185.559,166.407
2.0,301.713,51.8417,74.5663,7.34239,179.762,154.549,194.814,162.508
2.5,4738.53,36.5989,-41.5626,0.910642,1354.31,159.858,159.909,167.156
3.0,4410.79,-49.6214,-6.52769,18.9668,1172.85,196.329,176.012,177.393
3.5,4007.48,-34.7072,101.773,22.2086,995.578,137.584,187.503,179.271
4.0,4138.04,165.75,-1.09556,14.2554,966.006,185.351,143.584,170.613
4.5,4177.7,3337.0,78.0127,13.0368,897.159,1270.29,230.503,183.481
5.0,4271.99,3825.8,757.805,-2.02012,950.797,1351.78,374.055,171.663
5.5,4217.99,3768.65,1437.85,10.0704,925.037,1460.65,514.652,189.869
6.0,4188.0,4037.76,1638.95,47.1673,893.593,1658.67,739.859,240.293
6.5,4152.62,3986.49,1881.55,135.913,952.383,1574.35,869.372,324.943
7.0,4094.86,3999.12,1929.2,105.223,978.078,1555.76,895.391,411.779
7.5,4144.94,4130.6,1870.91,182.616,1043.16,1637.55,906.368,474.676
8.0,4018.66,3960.63,1964.33,175.299,1078.02,1556.42,980.081,536.022
8.5,4033.52,4106.24,1861.97,223.05,1191.26,1647.23,830.305,575.067
9.0,3982.7,4293.83,1962.62,229.399,1102.24,1717.69,867.261,596.027
9.5,3961.34,4014.98,1839.07,274.362,1128.48,1500.56,933.569,657.743
10.0,4131.46,3675.14,1739.97,279.36,1197.18,1296.77,805.203,656.128
10.5,4130.5,3202.0,1576.25,257.569,1225.94,1165.75,719.425,655.079
11.0,4104.12,2856.99,1551.92,302.51,1251.87,1004.7,704.426,685.195
11.5,4392.74,2496.07,1400.87,296.485,1123.68,862.808,705.07,680.738
12.0,4619.47,2343.17,1170.69,300.431,1096.84,799.385,582.878,667.039
12.5,4696.95,1853.32,1129.86,336.33,1015.47,727.622,688.087,682.474
13.0,4725.12,1877.12,966.668,304.746,906.359,623.209,578.083,679.011
13.5,4815.04,1717.76,981.161,302.26,976.022,566.52,424.354,651.904
14.0,4802.24,1699.04,854.374,320.224,924.998,575.556,423.765,649.363
14.5,4809.78,1551.13,822.968,292.427,882.102,546.735,490.168,629.015
15.0,4980.5,1512.28,766.547,318.435,829.705,540.813,408.226,610.953
15.5,5081.52,1251.22,747.831,333.792,814.896,432.647,415.275,615.864
16.0,5076.92,1352.37,828.103,340.406,835.77,480.381,387.619,599.223
16.5,5125.94,1220.6,703.027,325.097,795.508,413.11,367.226,588.968
17.0,5041.71,1176.96,633.277,286.245,782.802,399.553,424.966,585.63
17.5,5104.49,1094.66,635.742,329.813,789.398,379.746,404.419,582.637
18.0,5065.54,1028.43,611.229,300.183,759.804,371.694,427.264,578.079
18.5,5139.81,1137.4,636.792,326.419,745.059,434.854,367.764,575.063
19.0,5150.31,1094.54,674.041,332.943,692.715,389.199,341.201,574.641
19.5,5071.32,1043.24,540.132,316.081,702.386,413.138,332.341,552.52
20.0,5086.55,1038.53,569.232,309.621,672.69,438.504,361.648,549.044
20.5,5221.62,1127.29,570.123,297.13,644.985,406.34,359.206,526.431
21.0,5000.21,1072.34,610.293,330.746,625.801,357.121,348.912,526.621
21.5,5047.3,1116.01,553.94,316.83,599.432,402.708,445.297,528.001
22.0,5057.34,1117.04,549.421,318.369,598.107,421.34,372.269,521.281
22.5,4873.72,1179.57,508.954,322.214,555.642,388.92,384.928,514.612
23.0,5043.52,1085.56,527.693,324.593,568.835,422.599,319.865,516.577
23.5,5036.36,1137.11,519.019,325.862,621.571,397.794,228.238,487.188
24.0,5101.09,1152.17,479.169,309.12,555.374,470.536,441.38,481.612
24.5,4946.75,1212.31,513.724,332.418,578.728,488.985,241.616,476.7
25.0,5085.87,1125.3,481.885,319.242,567.181,408.027,252.964,489.266
25.5,4973.14,1144.5,479.374,328.883,521.924,450.895,265.255,484.503
26.0,4884.54,1179.45,508.452,329.049,539.221,430.052,308.487,469.878
26.5,4905.99,1065.84,563.23,323.64,529.415,408.434,357.045,477.774
27.0,4788.15,965.367,497.816,302.856,494.764,404.398,333.052,463.313
27.5,4696.12,1024.92,564.919,310.87,465.534,394.011,321.26,452.677
28.0,4533.93,1023.61,574.801,311.128,440.706,393.472,382.949,461.428
28.5,4384.92,1044.38,479.876,329.527,446.597,424.835,338.831,456.012
29.0,4351.31,962.424,469.742,316.419,423.543,365.478,340.961,441.942
29.5,4113.29,1005.79,394.651,324.565,404.136,388.013,287.38,448.597
30.0,4004.74,961.985,446.165,329.876,380.522,395.191,277.992,440.11
30.5,3817.26,840.247,450.798,324.829,378.25,347.559,265.099,453.482
31.0,3707.03,906.945,484.464,321.37,360.032,327.287,288.105,425.47
31.5,3642.97,955.412,462.621,337.845,326.781,373.906,226.57,409.108
32.0,3636.04,895.032,455.432,315.962,320.636,364.278,235.888,427.374
32.5,3604.28,887.407,491.151,316.012,333.92,326.199,373.625,406.759
33.0,3533.44,876.649,429.252,317.882,350.744,344.973,299.589,426.689
