time (min.),CM mean,Outside cochlear aqueduct mean,Cochlear aqueduct mean,Cochlea mean,CM stdev,Outside cochlear aqueduct stdev,Cochlear aqueduct stdev,Cochlea stdev
-2.5,0.314504,0.223906,0.0851494,0.330262,0.0827453,0.0776017,0.0350168,0.125899
-1.5,2.53,3.48978,5.40968,2.28381,2.45354,2.67416,3.0898,2.34933
-0.5,1.88996,1.41241,2.12454,2.08857,2.08131,1.56368,1.41308,2.26566
0.5,1.24998,1.39957,1.91234,2.57617,1.71206,1.86734,2.13007,3.07282
1.5,28.5241,2.00178,11.8402,2.6446,32.5167,3.22816,6.71103,3.26557
2.5,138.491,85.433,154.663,3.03585,101.712,53.0153,95.5241,4.9141
3.5,152.501,206.121,312.064,4.94911,143.234,102.548,116.234,8.51106
4.5,122.353,30.5939,223.501,9.86003,91.5833,32.4313,91.7188,27.2206
5.5,121.542,20.8048,152.025,19.943,82.3774,19.1426,66.5611,56.9871
6.5,122.884,16.3517,139.499,31.4323,79.1891,15.0698,62.0005,88.4557
7.5,127.8,20.8211,159.67,43.1012,82.382,19.2854,65.4582,111.177
8.5,137.473,15.1626,146.992,55.1771,88.0271,15.5111,63.6491,126.241
9.5,144.462,17.3817,126.114,62.6424,90.594,15.0744,53.9516,133.935
10.5,149.937,18.1672,116.034,72.5991,93.9967,15.904,58.7001,142.991
11.5,157.28,17.8125,121.859,78.8465,96.5649,13.7737,58.6824,150.294
12.5,162.366,21.1146,119.009,87.1318,98.7215,15.8789,57.7802,157.341
13.5,169.393,35.1859,138.209,94.664,98.7386,18.3767,57.3272,162.711
14.5,186.357,71.5035,224.043,102.763,110.34,25.4946,65.0553,166.6
15.5,211.392,142.212,265.62,109.197,119.875,51.6965,72.2578,168.504
16.5,241.144,185.416,311.806,113.079,126.885,59.5967,75.7469,168.589
17.5,267.847,226.586,350.51,119.491,138.469,73.2184,79.2208,168.859
18.5,288.32,247.043,333.021,125.203,138.277,80.1538,77.1617,167.601
19.5,323.385,264.196,331.811,128.634,142.149,82.9883,79.6813,166.282
20.5,343.532,277.418,326.974,135.548,143.815,87.8576,80.7996,165.28
21.5,352.774,288.653,316.814,139.157,145.537,93.2783,74.0379,163.419
22.5,354.611,304.397,311.705,144.152,146.794,98.9398,77.4981,162.782
23.5,356.721,316.359,304.655,149.128,146.642,96.5596,79.5063,161.083
24.5,362.147,321.339,296.7,152.177,140.886,95.0248,80.4967,159.236
25.5,360.123,317.616,294.388,155.775,137.221,91.9639,74.1085,158.037
26.5,358.238,310.154,280.792,157.803,132.527,90.2832,73.6142,155.595
27.5,354.611,305.642,278.378,160.356,128.933,86.3619,68.2824,154.376
28.5,348.799,295.502,261.328,162.95,125.355,82.7342,69.2372,152.189
29.5,337.711,287.544,252.687,165.122,120.178,79.712,64.5059,150.587
30.5,329.735,274.494,253.221,167.287,116.415,75.13,62.2197,148.341
31.5,319.147,259.944,246.133,169.07,111.728,73.827,64.9976,147.408
32.5,312.225,259.513,240.268,171.518,107.336,71.2282,60.9142,145.738
33.5,303.432,244.737,231.88,171.761,102.842,70.5887,63.4752,143.371
34.5,297.583,235.099,226.375,172.725,99.5138,66.3137,60.213,141.549
35.5,286.313,231.585,223.199,175.385,96.4567,63.1904,57.4729,141.926
36.5,282.65,222.603,223.642,175.405,93.4853,60.0767,53.9443,138.554
