time (min.),CM mean,Outside cochlear aqueduct mean,Cochlear aqueduct mean,Cochlea mean,CM stdev,Outside cochlear aqueduct stdev,Cochlear aqueduct stdev,Cochlea stdev
-2.5,0.271654,0.165173,0.0619642,0.225398,0.0477772,0.0779028,0.0220011,0.0506478
-1.5,4.95132,7.36696,10.1922,5.51297,3.10187,3.90275,5.23815,3.17747
-0.5,3.80265,7.46022,10.3215,5.04736,2.28209,3.76792,2.78752,2.77797
0.5,6.2189,4.00021,13.7991,5.52875,3.51563,2.90336,5.01261,2.98862
1.5,10.3483,11.1686,24.6506,8.62714,9.85014,8.30099,11.9854,5.46932
2.5,264.24,13.3747,17.5998,7.91578,243.617,11.1406,10.5522,4.83595
3.5,363.678,112.51,59.858,8.90116,237.608,43.3395,27.2872,6.32471
4.5,321.734,415.923,181.254,10.3686,217.961,129.234,102.931,7.08616
5.5,315.108,340.25,244.882,16.9255,215.258,95.3486,90.698,24.574
6.5,316.26,315.088,255.648,24.4331,216.025,90.9356,90.0191,42.9196
7.5,323.275,313.327,265.259,33.9036,217.782,85.1059,82.3353,57.4866
8.5,343.214,320.247,269.036,42.0898,226.428,81.8886,83.1032,73.2147
9.5,354.411,322.052,278.078,51.6696,231.296,81.8331,83.4763,88.7715
10.5,366.752,307.106,283.947,58.7649,237.123,82.7461,96.968,97.8746
11.5,372.836,314.273,281.861,65.6167,242.365,82.2279,86.8614,102.572
12.5,382.394,301.373,277.822,72.1002,249.232,80.2696,95.9488,110.724
13.5,406.14,295.099,288.128,78.9606,261.395,84.5783,89.3037,117.185
14.5,444.928,295.567,271.844,85.5626,281.501,93.9078,95.2098,123.218
15.5,497.677,289.715,286.499,88.456,303.7,74.72,90.6181,125.988
16.5,534.426,315.735,312.644,96.3722,314.069,63.1217,78.2988,132.317
17.5,564.404,327.65,314.948,99.6164,321.173,69.9585,86.756,134.17
18.5,589.019,351.16,311.941,105.758,326.672,86.2641,91.8641,140.356
19.5,609.031,367.849,306.209,110.292,325.873,90.033,94.2615,138.532
20.5,631.313,374.46,302.718,113.202,331.559,99.7148,90.2592,141.17
21.5,646.539,371.017,284.563,119.446,330.562,106.798,89.7699,142.823
22.5,653.334,380.202,282.016,121.392,322.618,110.616,82.9603,145.452
23.5,661.679,372.621,281.928,124.243,314.263,108.885,85.601,143.35
24.5,661.569,382.015,274.414,127.249,300.943,116.452,78.05,143.021
25.5,669.164,370.776,260.235,130.201,292.555,114.584,83.3765,143.395
26.5,671.888,369.07,264.395,131.82,281.278,116.374,76.7729,140.517
27.5,669.955,377.631,257.381,133.796,276.511,115.722,75.5992,140.714
28.5,659.277,368.689,261.577,135.926,266.578,113.483,79.3094,139.464
29.5,654.852,364.735,259.263,136.842,260.461,114.657,69.6468,138.731
30.5,649.992,352.98,240.939,139.827,257.53,109.88,67.5819,136.83
31.5,637.77,354.236,237.164,141.585,251.156,112.608,77.2086,137.871
32.5,630.422,342.119,244.567,142.049,247.684,108.839,77.1874,136.077
