time (min.),CM mean,Outside cochlear aqueduct mean,Cochlear aqueduct mean,Cochlea mean,CM stdev,Outside cochlear aqueduct stdev,Cochlear aqueduct stdev,Cochlea stdev
-2.5,0.321698,0.187254,0.0618019,0.312538,0.0980296,0.0784067,0.0166267,0.112379
-1.5,1.72747,3.32322,2.33888,1.49258,2.35802,3.62726,2.31714,1.8829
-0.5,3.73615,1.53467,1.83478,3.08308,3.02985,1.72393,2.15257,2.88729
0.5,1.97039,2.3764,7.5467,2.12409,4.6651,2.42031,6.11616,2.24208
1.5,26.5045,2.3764,3.48052,3.35788,39.6269,3.36944,2.86359,3.50776
2.5,116.492,4.99211,6.87209,4.95212,92.2569,4.98668,7.61208,5.17774
3.5,111.979,54.3951,8.42146,3.73433,116.978,44.0477,6.265,4.37908
4.5,84.2736,143.135,122.185,9.80192,55.5369,50.6375,50.8335,19.6526
5.5,123.785,48.813,97.1433,19.8344,73.1784,41.6272,24.8841,53.4659
6.5,143.321,33.5797,66.5117,38.4469,86.2192,37.9674,28.296,93.0006
7.5,150.192,24.4507,51.8446,46.5635,94.5289,32.8854,30.864,112.514
8.5,156.925,22.4364,38.2598,58.8625,97.5378,27.5632,29.1651,125.382
9.5,162.184,14.839,36.9625,65.6565,100.91,21.6051,30.9371,135.898
10.5,168.38,13.6154,36.6734,73.7089,108.182,22.9269,26.9755,141.252
11.5,177.871,11.0705,27.2808,80.3521,116.95,21.2087,28.8484,143.03
12.5,187.542,9.2351,33.6933,86.6649,123.738,17.1218,33.9669,147.43
13.5,189.048,9.25903,40.6506,93.6385,121.577,17.3015,32.8881,152.275
14.5,180.263,12.217,50.6993,98.1215,124.182,21.1654,38.6865,152.109
15.5,226.751,13.5436,40.1502,105.82,169.189,21.6747,34.9259,153.843
16.5,266.839,16.9033,46.6998,112.096,190.915,25.3485,37.7089,155.438
17.5,331.956,23.2854,62.8236,118.074,214.054,30.9086,36.3982,157.262
18.5,356.296,49.2958,71.6936,126.195,196.072,35.0249,34.2075,156.197
19.5,388.938,81.7321,86.9983,134.007,180.628,47.5626,42.7216,160.222
20.5,423.903,109.499,103.003,139.47,182.913,47.6811,32.799,158.975
21.5,437.118,127.139,124.569,142.073,179.294,55.533,38.6403,155.48
22.5,450.256,124.313,126.259,147.376,180.478,47.3007,42.1917,150.832
23.5,472.818,132.159,106.302,156.847,189.51,41.0923,36.004,152.721
24.5,481.033,154.459,140.044,168.044,186.026,53.3823,36.1889,154.365
25.5,482.561,144.662,103.211,168.384,183.192,52.0623,34.2004,154.326
26.5,483.511,157.605,113.508,177.093,177.259,60.6339,34.1008,156.162
27.5,481.044,171.919,123.998,181.026,177.73,68.1269,37.0986,155.303
28.5,486.076,176.07,154.852,198.372,183.227,60.9223,27.1045,166.094
29.5,468.355,178.735,128.479,192.707,167.157,66.3652,35.5173,155.674
30.5,456.665,177.1,140.059,190.588,161.392,60.7409,34.6282,150.18
31.5,440.561,182.18,142.487,196.853,153.314,69.5365,32.3476,152.366
32.5,445.91,200.972,144.666,200.012,152.22,71.138,33.2384,154.163
