time (min.),CM mean,Outside cochlear aqueduct mean,Cochlear aqueduct mean,Cochlea mean,CM stdev,Outside cochlear aqueduct stdev,Cochlear aqueduct stdev,Cochlea stdev
-2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.0,0.000907954,0.000630461,0.00431761,-0.00396437,0.0220968,0.018525,0.0166007,0.0209118
-1.5,0.00792777,-0.00174824,0.00753706,-0.00530668,0.0199203,0.0178081,0.0181673,0.021515
-1.0,-0.000267749,0.00438585,0.00273858,-0.00290728,0.0166336,0.0204124,0.0144173,0.0216806
-0.5,0.00283904,0.000795508,0.00823961,-0.00546588,0.0195323,0.0190199,0.0178989,0.0213925
0.0,0.0120188,0.00511565,0.00757458,-0.000769483,0.0213326,0.0201779,0.0159187,0.0207977
0.5,0.25709,0.0109627,0.0106406,0.000726917,0.256504,0.020007,0.0147855,0.0219868
1.0,0.937047,0.00948586,0.0059819,-0.00179857,0.269972,0.0201917,0.0136679,0.024205
1.5,1.22269,0.0282362,0.0144534,0.00301538,0.208735,0.0226666,0.0191398,0.0232167
2.0,1.16431,0.225845,0.0160938,0.000705181,0.294274,0.11819,0.0256458,0.0245702
2.5,0.995014,0.487867,0.063533,-0.00140383,0.267836,0.21978,0.0633029,0.0235638
3.0,1.20424,0.592135,0.123318,0.000775887,0.26758,0.257017,0.0929797,0.0227274
3.5,1.26402,0.568021,0.170177,0.00663094,0.245337,0.256152,0.103114,0.0239537
4.0,1.20748,0.518555,0.215233,0.00207039,0.218326,0.255178,0.116819,0.0282467
4.5,1.20307,0.505235,0.208002,0.00610566,0.216814,0.252716,0.0995849,0.0329999
5.0,1.14023,0.484158,0.202293,0.00691933,0.217518,0.254333,0.0955024,0.0400138
5.5,1.14045,0.475112,0.21495,0.0126255,0.2107,0.247614,0.104967,0.0474569
6.0,1.17243,0.459193,0.210922,0.0143048,0.215203,0.249001,0.0965275,0.0567091
6.5,1.16405,0.448256,0.203027,0.0188521,0.207937,0.250167,0.0934647,0.0669941
7.0,1.15022,0.45688,0.202368,0.0219434,0.213373,0.25509,0.088119,0.0761648
7.5,1.16772,0.463342,0.210352,0.0275081,0.213018,0.253406,0.092487,0.0823529
8.0,1.15034,0.463524,0.202931,0.0325453,0.208634,0.250027,0.0884725,0.0862225
8.5,1.17503,0.467865,0.217961,0.0367446,0.205954,0.253174,0.0963802,0.0927093
9.0,1.1407,0.452629,0.19624,0.0421233,0.201038,0.248582,0.0860862,0.0971155
9.5,1.18516,0.479138,0.192437,0.0467876,0.200199,0.24793,0.0805892,0.101431
10.0,1.17155,0.53872,0.193945,0.0478061,0.208743,0.24631,0.0842041,0.105652
10.5,1.17707,0.583529,0.21793,0.055086,0.217612,0.243857,0.0904968,0.104902
11.0,1.19064,0.607874,0.218043,0.0545854,0.208286,0.238107,0.0975264,0.110043
